Comment,Hatespeech
"Indijoje irgi statistika patvirtina kad senoviškas, tradicinis, ūkininkavimas mažuose šeimyniniuose ūkiuose duoda didesnį derlių negu pramoniniai ūkiai. Tačiau tai pareikalauja daugiau darbo jėgos, o jaunimas nebenori gyventi kaime ir dirbti žemę ir auginti paukščius ir gyvulius. Dabar, kai ryšių technologija sudaro galimybę daugeliui atlikti įvairias verslo arba administravimo funkcijas neišeinant iš namų, didelis procentas darbuotojų kurie dabar sėdi miesto kabinetuose iš tiesų galėtų savo darbą atlikti kaimo trobelėje. Tačiau tarpusavio bendravimas veidas į veidą visgi irgi turi tam tikrą vertę todėl vien tik elektroninis ryšys dar ilgai tiks tik palyginus mažam procentui darbuotojų.",No
"Jei tie ūkiai pagamina tokią didelę procentinė dalį pieno, bulvių ar dar ten kažko, tai reikšia, kad Rusija beveik neturi žemės ūkio ir didesnę dalį produktų importuoja. Štai jums ir atsakymas.",No
"Joo, ruseliai duoda, vien ko verti perliukai ""stiprų ryšį su budizmu turinčiais principais: jokios mėsos, jokios alkoholio, jokių cigarečių, jokio smurto"". Gaila tik kad musu zurnalistika tokio lygio, kad uz pinigus ir kovo 11 bet koki straipsni galima uzsakyti. Be abejo, ekologija, nuosavi sodeliai -- viskas puiku. Bet nereikia kvailinti zmoniu su tokiom kominizmo laiku lygio propagandinem rasliavom - Rusijos zemes ukis buvo suzlugdytas, salis su derlingiausiomis zememis turi importuoti maista (ne tik is vakaru, bet tokiu saliu kaip Saudo Arabija..), kaimai prasigere; -- o visos sekmes istorijos tai vokietijos, skandinavu ir kitu vakarieciu ukiai, ir tai nuolat kovojantys su valstybinio lygio korupcija, nekompetencija, etc. Nuosridziai linkiu visokeriopos sekmes rusams tvarkantis savame kieme, isnaudojant savo milziniska potenciala, tikiu kad ilgainiui jiems pasiseks. Jiems dar geriau sektusi, jei ziuretu saves, o ne bandytu susigrazinti ""istrukusias sagas is savo munduro"", pumpuotu milziniskus pinigus siekdami patenktinti savo imperialistines ambicijas. Su kovo 11!!",No
"Joo, ruseliai duoda, vien ko verti perliukai ""stiprų ryšį su budizmu turinčiais principais: jokios mėsos, jokios alkoholio, jokių cigarečių, jokio smurto"". Gaila tik kad musu zurnalistika tokio lygio, kad uz pinigus ir kovo 11 bet koki straipsni galima uzsakyti. Be abejo, ekologija, nuosavi sodeliai -- viskas puiku. Bet nereikia kvailinti zmoniu su tokiom kominizmo laiku lygio propagandinem rasliavom - Rusijos zemes ukis buvo suzlugdytas, salis su derlingiausiomis zememis turi importuoti maista (ne tik is vakaru, bet tokiu saliu kaip Saudo Arabija..), kaimai prasigere; -- o visos sekmes istorijos tai vokietijos, skandinavu ir kitu vakarieciu ukiai, ir tai nuolat kovojantys su valstybinio lygio korupcija, nekompetencija, etc. Nuosridziai linkiu visokeriopos sekmes rusams tvarkantis savame kieme, isnaudojant savo milziniska potenciala, tikiu kad ilgainiui jiems pasiseks. Jiems dar geriau sektusi, jei ziuretu saves, o ne bandytu susigrazinti ""istrukusias sagas is savo munduro"", pumpuotu milziniskus pinigus siekdami patenktinti savo imperialistines ambicijas. Su kovo 11!!",No
"Joo, ruseliai duoda, vien ko verti perliukai ""stiprų ryšį su budizmu turinčiais principais: jokios mėsos, jokios alkoholio, jokių cigarečių, jokio smurto"". Gaila tik kad musu zurnalistika tokio lygio, kad uz pinigus ir kovo 11 bet koki straipsni galima uzsakyti. Be abejo, ekologija, nuosavi sodeliai -- viskas puiku. Bet nereikia kvailinti zmoniu su tokiom kominizmo laiku lygio propagandinem rasliavom - Rusijos zemes ukis buvo suzlugdytas, salis su derlingiausiomis zememis turi importuoti maista (ne tik is vakaru, bet tokiu saliu kaip Saudo Arabija..), kaimai prasigere; -- o visos sekmes istorijos tai vokietijos, skandinavu ir kitu vakarieciu ukiai, ir tai nuolat kovojantys su valstybinio lygio korupcija, nekompetencija, etc. Nuosridziai linkiu visokeriopos sekmes rusams tvarkantis savame kieme, isnaudojant savo milziniska potenciala, tikiu kad ilgainiui jiems pasiseks. Jiems dar geriau sektusi, jei ziuretu saves, o ne bandytu susigrazinti ""istrukusias sagas is savo munduro"", pumpuotu milziniskus pinigus siekdami patenktinti savo imperialistines ambicijas. Su kovo 11!!",No
"jus visa laika laukiat straipsniu zeminanciu,juodinanciu ir niekinanciu rusija,tada esat patenkinti...,o cia straipsnis,lyg smugis i pasirdzius!!!! isgerkit valakardino ar valerijono laseliu nes rusijos zemes ukis ir visa ekonomika kyla kaip ant mieliu...",No
"Na kiek zinau rusai grudus importuoja i egipta,ir nebrangiai.Cekuolis per telika pasakojo,kaip ten uzsienio korporacijos auginancius grudus isitvirtina.Atrodo ispudingai,ten zemes daug,tukstanciai gektaru laisvi.Anksciau ar veliau rusai apsirupins maistu patys ir prades maista eksportuoti.",No
na pvz Baltarusija pagamina tikrai daug maisto. Turbūt niekas nepaneigs.,No
Nemeluok.Rusija kasmet eksportuoja po 15- 20 mln.tonu,No
"ryžių laukai Azijoje ir išgyvena, aišku dalis miršta berinkdami tuos ryžius dėl ... beje lyginies į komunistinę Kiniją? o kas dėl ekologiškų ūkelių tai jie gali būti efektyvūs, aš tikiu... o tinginiai niekad nepatikės",No
"Saraskino kontoros propaganda apmoketa is Latviu gatves, kokia reali vaisiu ir darzoviu ir mesos situacija Rusijoje zino kiekvienas ten apsilankes( ypac kainas) ne siaip eksportas siu produktu i Rusija kasmet auga....",No
"Tai kas tinka Rusijoje su mažu gyventojų tankumu ir dideliais dirbamos žemės plotais nebūtinai tiks kur nors rytų Azijoje, kur prie geriausių norų neefektyvus ekologinis ūkininkavimas neužaugins pakankamai maisto visai populiacijai. Žodžių - kažkoks naivus straipsnelis. Nebent straipsnio autorė norėtų sumažinti Žemės gyventojų skaičių keliais milijardais. Tuomet tikrai gal ir užtektų tų 19a. ūkelių :)",No
"Na va, kai gaus baudas braliukai, vėl galės prašyti atgal Latvijos pilietybės.:)))",No
lietuvoje yra dar normaliu zmoniu like...pagarba Utenos zmonems,No
"O man tai angijoje puikiau, aisku vaikai nebus tokie issimoksline, bet darbo visada gaus.",No
"rusija gal ir maziau biurokratu,bet pakankamai.",No
vaziuok i rusija gyventi.ten daug rusu ir kalba greit prisiminsi,No
"va suprantu, cia yra patriotas, garsina Lietuva.",No
Ir airijos milijonieriai taupo! xi-xi,No
"tik kurti Tevynei ir vergvaldziui-maza, dirbanciam Lietuvoj tik meiles Tevynei ir maza...",No
"Lietuva - Rusija 3:0 .Liuks, Lietuva švenčia.",No
"Lietuva - Rusija 3:0 .Liuks, Lietuva švenčia.",No
"pradedu galvoti,kad lietuvoje galima rasti tiesa",No
Tik uz Grigaiti!!! Jie patys sauniausi ir isskirtiniausi! Amerika jusu laukia!!!,No
"Lietuvoje gyventi ir yra gerai, kas sake kad blogai?",No
"Man taip pat laaabai patinka Lietuvos klimatas, kai as gyvenu Ispanijoj!:):):)",No
"Man taip pat laaabai patinka Lietuvos klimatas, kai as gyvenu Ispanijoj!:):):)",No
"na drisciau teigti, kad UK klimatas idealus....",No
"daktare stasy.taigi ir sakau,kas bandys ziuret kinijos tv gaus ropen.",No
"jeigu iki savaites galo reikalai nepageres,muitne perims Lenkijos muitinikai...",No
"Kol vokietija turi anglies, vejo niekada mepritruks",No
"Lietuva - pusiauprezidentinė, antraip nereiktų laukti Prezidentės sprendimo ;)",No
"Jofilimet, kaip kas mokam taip garsinam brangią Lietuvėlę...",No
"lietuvoje tas pats, tik skaiciai mazeni",No
"Taaaip, Rusijoje ne kas, svarbu, kad Vilniuje ""stadionas pastatytas"" .",No
"tik Rusijoje ir Ukrainoje ju negalima gaudyt, nes ten jos teises turi :D:D:D",No
"tik Rusijoje ir Ukrainoje ju negalima gaudyt, nes ten jos teises turi :D:D:D",No
"Duodu 1000% ,kad po kokio m4nesio jis bus dar geresn4se pareigose(tik ne Latvijoje).",No
ar ir Rusija atsiųs savo atstovus - spec pajėgų būrį?,No
"apibudiniti lietuviui Kinija, tai tas pats kas kinui apibudinti Europa :) Negana to, jau vien Lietuvoj (kurios max ilgis 400 km) paprociai ir tradicijos skirtingos.",No
"apibudiniti lietuviui Kinija, tai tas pats kas kinui apibudinti Europa :) Negana to, jau vien Lietuvoj (kurios max ilgis 400 km) paprociai ir tradicijos skirtingos.",No
"APRASOMI ISGYVENIMAI PAZYSTAMI. KINIJOJE KAS VASARA TENKA PRALEISTI PO MENESI IR DAUGIAU. DEJA VISI TUOJ PAMATYSIME KAIP STRAIPSNIO AUTOREI ATSIVERS IR KITA KINIJOS PUSE . NETRUKUS JI PARASYS KAD ATIDUOTU VISKA UZ LIETUVISKO SKILANDZIO GABALELI , PO KELETO SAVAICIU JAI IMS DARYTIS BLOGA NUO PERDETO DEMESIO SAVO ATZVILGIU IR KITU KULTURINIU SKIRTUMU...TOKIA REALYBE. SEKMES AUTOREI",No
"buvau kinijoj pora kart, tikrai patiko",No
"Jezau o as irgi kaip tik isvarau po 3 savaiciu praktikai i Kinija, tik as i Snachaju! Blemba nugasdinot!",No
"koks skirtumas ar dviguba pleve ar dvimarskinis, jei kalbos ir mastymo ipatybiu neperprato dar pries atkankant i Kinija, tai vargu bau ar perpras. juokinga buvo pora dujokaukiu miegamajame, cia tokia sex pakraipa madoje Kinijoj? jei lovaste si straipsni rasytu, tai kaip ir norma tokie pezalai butu.",No
Labai idomu. Lauksiu tesinio. Sekmes autorei Kinijoje!,No
"Labai įdomus, įtaigus straipsnis. Lengvai skaitomas. Įdomi informacija apie Kiniją. Su nekantrumu lauksiu tęsinio. Sėkmės...Bet nepamirškit ir Lietuvos:))) Pagarbiai",No
"Labai įdomus, įtaigus straipsnis. Lengvai skaitomas. Įdomi informacija apie Kiniją. Su nekantrumu lauksiu tęsinio. Sėkmės...Bet nepamirškit ir Lietuvos:))) Pagarbiai",No
"O tai jau Tamsta ne vakariete(-is) butum Kinijoje???? Is kurio Azijos krasto rasot? Ir kas gi tada turetu buti tas mistiskas ""vakarietis"" - atseit protingas, issilavines ir gerai gyvenantis, kokie lietuviai nera??!:-))))))) Na, kalbekite uz save...:-)",No
Reikia nepamiršti į Kiniją nusivežti šaukštą ir šakutę valgymo reikmėms.,No
"Saunuole, net nesitikejau kad bus toks idomus straipsnis :) Sekmes gyvenant Kinijoj :)",No
"Seip idomus straipsnis, bet nereikia visos Kinijos mauti ant vieno standarto. Hog kongas is vis saves nelaiko kinieciais. Taip ,kad jei pasakojete tai ir pasakokite paie mazo kinijos kaimelio paprocius ir giveniumo buda. Nes jau uz 100 km ten viskas kitaip. PS. pragivenau 2 metus ir kuo daugiau giveni tuo daugiau atradimu padarai.",No
"SKAITANT STRAIPSNIUKĄ, ATRODO, KAD PATS ESU KINIJOJE UŽ STALO IR RAKINĖJU KEPTĄ BALANDĮ :))))) LABAI SMAGU! PATIKO! TIEMS, KURIE NORI TIPINĖS INFORMACIJOS APIE ŠALĮ, TEGUL PASISKAITO SAUSĄ GEOGRAFIJOS VADOVĖLĮ ARBA KNYGAS APIE KELIONES, (KELIONIŲ GIDUS) - JŲ PILNI KNYGYNAI...",No
"Smagus straipsniukas! Aciu! Lengvai skaitosi, idomus. Lauksiu tesinuko! Sekmes autorei Kinijoj! ;-)",No
"tai balandis. Visai pasiseke merginai. Va man pasiule astuonkojo sashimi (ne Kinijoje, bet netoli) - astuonkojis supjaustytas, taciau jo dalys vaiksto po lekstute, juda, islipti bando. Nevalgiau, nepasiryzau - taciau sako kad skanumas tame, jog jisai prisisiurbia prie liezuvio kramtant:))",No
"Tai kad autore, kaip suprantu, Kinijoje jau kelis menesius yra, tad jai jau turetu buti ta ""kita"" puse atsiverus. Kai as Kinijoje lankiausi, man labai patiko - viskas labai egzotiska, maistas fantastiskas, jokiu skilanduku lietuvisku ar cepelinu visai nepasiilgau per savo buvimo laika:D",No
"Čiuldė manau nesupranta kodėl ir T. Venclova ir L. Donskis nepuoselėja meilės tautiškumui ( lietuviškam) ir tėvynei ( Lietuvai) , nes jie abu yra žydai - globalistai be tėvynės kaip ir dauguma kitų jų tautiečių, kurie negyvena Izraelyje.",No
"Čiuldė manau nesupranta kodėl ir T. Venclova ir L. Donskis nepuoselėja meilės tautiškumui ( lietuviškam) ir tėvynei ( Lietuvai) , nes jie abu yra žydai - globalistai be tėvynės kaip ir dauguma kitų jų tautiečių, kurie negyvena Izraelyje.",No
"įdomi bet paika diskusija. Visi norėtume gyventi kaip mažos ES tautelės -belgai, olandai, danai ar islandai, kurie beje nelabai verkšlena dėl prarasto tautinio identiteto ar suveriniteto, globalizmo ar kosmopolitizmo, rasių maišymosi, Vokietijos ir Prancūzijos ekonominės ekspansijos prisidengiant ES plėtra. O ES vykdoma politika, ES teisė mums bent jau teoriškai suteikia tokią galimybę. Nepamirškime - Europa, kad išliktų, priversta konkuruoti su JAV, Kinija, Indija ir k.t. Lietuva nuo Žečpospolitos laikų buvo, yra ir deja liks provincija, nieko čia nei Radžvilas, nei Venclova nepakeis, nors jie abu savaip teisūs.",No
"įdomi bet paika diskusija. Visi norėtume gyventi kaip mažos ES tautelės -belgai, olandai, danai ar islandai, kurie beje nelabai verkšlena dėl prarasto tautinio identiteto ar suveriniteto, globalizmo ar kosmopolitizmo, rasių maišymosi, Vokietijos ir Prancūzijos ekonominės ekspansijos prisidengiant ES plėtra. O ES vykdoma politika, ES teisė mums bent jau teoriškai suteikia tokią galimybę. Nepamirškime - Europa, kad išliktų, priversta konkuruoti su JAV, Kinija, Indija ir k.t. Lietuva nuo Žečpospolitos laikų buvo, yra ir deja liks provincija, nieko čia nei Radžvilas, nei Venclova nepakeis, nors jie abu savaip teisūs.",No
"įdomi bet paika diskusija. Visi norėtume gyventi kaip mažos ES tautelės -belgai, olandai, danai ar islandai, kurie beje nelabai verkšlena dėl prarasto tautinio identiteto ar suveriniteto, globalizmo ar kosmopolitizmo, rasių maišymosi, Vokietijos ir Prancūzijos ekonominės ekspansijos prisidengiant ES plėtra. O ES vykdoma politika, ES teisė mums bent jau teoriškai suteikia tokią galimybę. Nepamirškime - Europa, kad išliktų, priversta konkuruoti su JAV, Kinija, Indija ir k.t. Lietuva nuo Žečpospolitos laikų buvo, yra ir deja liks provincija, nieko čia nei Radžvilas, nei Venclova nepakeis, nors jie abu savaip teisūs.",No
"įdomi bet paika diskusija. Visi norėtume gyventi kaip mažos ES tautelės -belgai, olandai, danai ar islandai, kurie beje nelabai verkšlena dėl prarasto tautinio identiteto ar suveriniteto, globalizmo ar kosmopolitizmo, rasių maišymosi, Vokietijos ir Prancūzijos ekonominės ekspansijos prisidengiant ES plėtra. O ES vykdoma politika, ES teisė mums bent jau teoriškai suteikia tokią galimybę. Nepamirškime - Europa, kad išliktų, priversta konkuruoti su JAV, Kinija, Indija ir k.t. Lietuva nuo Žečpospolitos laikų buvo, yra ir deja liks provincija, nieko čia nei Radžvilas, nei Venclova nepakeis, nors jie abu savaip teisūs.",No
"įdomi bet paika diskusija. Visi norėtume gyventi kaip mažos ES tautelės -belgai, olandai, danai ar islandai, kurie beje nelabai verkšlena dėl prarasto tautinio identiteto ar suveriniteto, globalizmo ar kosmopolitizmo, rasių maišymosi, Vokietijos ir Prancūzijos ekonominės ekspansijos prisidengiant ES plėtra. O ES vykdoma politika, ES teisė mums bent jau teoriškai suteikia tokią galimybę. Nepamirškime - Europa, kad išliktų, priversta konkuruoti su JAV, Kinija, Indija ir k.t. Lietuva nuo Žečpospolitos laikų buvo, yra ir deja liks provincija, nieko čia nei Radžvilas, nei Venclova nepakeis, nors jie abu savaip teisūs.",No
"įdomi bet paika diskusija. Visi norėtume gyventi kaip mažos ES tautelės -belgai, olandai, danai ar islandai, kurie beje nelabai verkšlena dėl prarasto tautinio identiteto ar suveriniteto, globalizmo ar kosmopolitizmo, rasių maišymosi, Vokietijos ir Prancūzijos ekonominės ekspansijos prisidengiant ES plėtra. O ES vykdoma politika, ES teisė mums bent jau teoriškai suteikia tokią galimybę. Nepamirškime - Europa, kad išliktų, priversta konkuruoti su JAV, Kinija, Indija ir k.t. Lietuva nuo Žečpospolitos laikų buvo, yra ir deja liks provincija, nieko čia nei Radžvilas, nei Venclova nepakeis, nors jie abu savaip teisūs.",No
"377 komentarui pritariam simtu procentu. Isgyvenom JAV ilgai, buvom tie, kuriuos tada ten prieme isskestais glebiais. Dabar, kai suplauke valkatu, barakudu tukstanciai, glebiai atsileido, nuomone apie lietuvius pakito: senieji lietuviai aiskiai mato musu, atklydusiu ,,laimes ieskoti'',tikslus: dauguma is tikruju ten griebia viska, ka gali: senukus su ju uzgyventu turtu, ikandama moksla, darbus, kokiu Lietuvoj sau neleistu dirbti, nes ,,zema''. Amerikieciai, tiesa, glebiu neiskete - jie atsargus su atvykusiais ju sukauptu gerybiu kopineti... Tik Lietuva buvo mums ir liko tevyne ir namai . Sugrizom nenoredami ten pasilikti ir ,,nursing home'' uzbaigti dienas tarp amerikieciu ,cia musu namai. Branginame juos.Pritariame protingos abiturientes zodziams, skatiname ja siekti mokslo aukstumu ir dirbti Lietuvai.",No
"377 komentarui pritariam simtu procentu. Isgyvenom JAV ilgai, buvom tie, kuriuos tada ten prieme isskestais glebiais. Dabar, kai suplauke valkatu, barakudu tukstanciai, glebiai atsileido, nuomone apie lietuvius pakito: senieji lietuviai aiskiai mato musu, atklydusiu ,,laimes ieskoti'',tikslus: dauguma is tikruju ten griebia viska, ka gali: senukus su ju uzgyventu turtu, ikandama moksla, darbus, kokiu Lietuvoj sau neleistu dirbti, nes ,,zema''. Amerikieciai, tiesa, glebiu neiskete - jie atsargus su atvykusiais ju sukauptu gerybiu kopineti... Tik Lietuva buvo mums ir liko tevyne ir namai . Sugrizom nenoredami ten pasilikti ir ,,nursing home'' uzbaigti dienas tarp amerikieciu ,cia musu namai. Branginame juos.Pritariame protingos abiturientes zodziams, skatiname ja siekti mokslo aukstumu ir dirbti Lietuvai.",No
"Aciu Dievui, kad kudikeliai isgyveno ir auga sveiki ! Tai yra didziausia laime tiek teveliams tiek ir seneliams. O kas liecia vaikeliu vardus, tai cia yra laisvas pasirinkimas, juk ne Lietuvoje jie gyvena ir be to, tevelis nelietuvis. Musu vaikai turi ir lietuviskus ir angliskus vardus kaip pav. Lukas Daniel ir Nicholas Jonas, o dukryte Daina Angelina (vyras norvegu kilmes amerikietis). Kas liecia neisnesiotu kudikiu prieziura, tai ji siam kraste yra tiesiog nuostabi. Musu dvyniai irgi gime neisnesioti, tai teko juos kuriam laikui palikti vienus ligonineje kol priaugo svorio. O seseles tai tikrai, nesioja svelniai tuos kudikelius, glaudzia... Ta savo akimis maciau. Neisnesiotu kudikiu specialiame skyriuje vienam kudikiui yra 2 med. seserys ir kiekviena turi atskira funkcija. Ir dar atskirai yra gydytojai: sirdies, plauciu, inkstu specialistai ir t.t. nes daznai tie kudikiai turi nepilnai issivysciusius organus. Siais laikais net ir mazo svorio pries laika gimes kudikis turi gerus sansus pilnai issivystyti inkubatoriuje nes yra ypatingai profesionali ju prieziura, puikiausia diagnostine ir gydymo aparatura, tiesiog fantastinis ""dalykas"". Tegul Dievas saugo VISUS kudikelius, tegul jie auga laimingi ir mylimi savo seimose !",No
